cid,id,S,F,SF,T,R,DD,tS,band,fails,grade,universe,neutralization,decay,truncation,delay,submitted,expr,maxcorr,nearest
w55_f,RRV9brza,3.0,3.09,6.09,0.144,0.153,0.0337,2.38,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 42), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 42), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.847,mLgd6nwX
w53_f,Vk6Z6nmw,2.98,3.13,6.11,0.1409,0.1555,0.0339,2.43,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))",0.8471,rK59235m
w55_a,kqVvoRMP,2.96,3.09,6.05,0.1452,0.1587,0.034,2.58,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, industry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 2), industry) + rank(volume/ts_mean(volume, 60))",0.8472,rK59235m
w74_h,rK585G9E,2.65,1.75,4.4,0.2656,0.1163,0.029,1.72,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 5), subindustry) + rank(volume/ts_mean(volume, 90))",0.8475,E5vx6NJP
w55_b,JjxoNKAj,2.99,3.02,6.01,0.1579,0.1608,0.0347,2.64,A,,EXCELLENT,TOP3000,SUBINDUSTRY,12,0.08,0,N,"group_rank(fnd6_xrent/assets, industry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 2), industry) + rank(volume/ts_mean(volume, 60))",0.8479,rK59235m
w54_d,A10e0LQY,3.02,3.13,6.15,0.1443,0.1551,0.0341,2.53,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 40), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8481,mLgd6nwX
w51_a,KPOvGJRj,2.92,3.13,6.05,0.1299,0.1497,0.031,2.48,A,,EXCELLENT,TOP3000,SUBINDUSTRY,16,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8488,rK59235m
w35_o,LL95X8OM,2.97,2.13,5.1,0.3048,0.1564,0.0368,2.93,B,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8489,O0rZ90n1
w54_e,zqYgYexo,2.98,3.1,6.08,0.1412,0.1532,0.0327,2.51,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 50), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8493,rK59235m
w53_g,78Z3ZgrZ,3.0,3.06,6.06,0.1488,0.1546,0.0355,2.42,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8496,mLgd6nwX
w56_c,GrdXOVGP,2.64,2.23,4.87,0.2,0.1423,0.028,1.63,C,,GOOD,TOP2000,SUBINDUSTRY,8,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8502,RRV5l5Go
w52_d,78Z3jxx2,2.9,3.01,5.91,0.1385,0.1489,0.0304,2.58,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 50), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8507,rK59235m
o1_xopr_vwap3,3q9lr9K0,2.42,1.79,4.21,0.1927,0.1055,0.0454,2.3,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 3)) + rank(volume/ts_mean(volume, 60))",0.851,0mRwgR6k
y5_d0_d4,YP57z3wl,2.21,1.82,4.03,0.1329,0.0897,0.0294,2.21,C,,AVERAGE,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + group_rank(ts_av_diff(cash/assets,30),subindustry)",0.8512,ZY07MXgd
w54_f,JjxoxraA,2.94,3.0,5.94,0.1437,0.1494,0.0352,2.46,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))",0.8514,mLgd6nwX
w118_b,KPOoKzqk,2.83,2.01,4.84,0.2129,0.1078,0.0224,2.4,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_intc/assets, bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1""))",0.8518,akLp3pzW
w91_d,qMWpGw3Z,2.42,2.12,4.54,0.1404,0.1079,0.0358,1.36,C,,EXCELLENT,TOP3000,INDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.45*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.45*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))",0.8533,e79PvPpE
w31_cimiiq,YP5xPLNv,2.35,1.66,4.01,0.2467,0.1227,0.0586,3.08,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8533,rK59235m
w48_b,YP58017J,2.61,2.66,5.27,0.092,0.1303,0.0284,1.88,B,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8535,RRV5l5Go
w110_h,blR0Q6oZ,2.5,1.72,4.22,0.2094,0.0996,0.0271,1.57,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 75), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 5), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 120), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))",0.8536,npKGgKLw
w51_b,vRkZN1gG,2.94,3.06,6.0,0.1393,0.1513,0.0311,2.52,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8538,rK59235m
w52_b,ZY0g7q2d,2.84,3.0,5.84,0.1358,0.1512,0.0311,2.3,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))",0.8547,rK59235m
w36_f,MP105pX6,2.82,2.72,5.54,0.1534,0.1432,0.0321,2.04,A,,SPECTACULAR,TOP3000,SUBINDUSTRY,12,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8547,RRV5l5Go
w65_d,zqY2QQa8,2.75,1.61,4.36,0.3712,0.128,0.0389,2.33,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))",0.8551,N1QJPJE8
w51_c,vRkZNpEb,2.95,2.96,5.91,0.1517,0.153,0.0314,2.56,A,,EXCELLENT,TOP3000,SUBINDUSTRY,12,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8557,rK59235m
w74_c,blRARE9K,2.82,1.51,4.33,0.4513,0.1293,0.0423,3.24,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8558,j23Pl0e5
w68_a,9qVdGqg1,2.48,1.88,4.36,0.2653,0.1532,0.0385,2.41,C,,GOOD,TOP3000,INDUSTRY,3,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), industry) + group_rank(-ts_rank(close, 10), industry)",0.8559,N1QJPJE8
w52_a,d5OYjqdY,2.91,3.07,5.98,0.1376,0.1527,0.0316,2.42,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))",0.8564,rK59235m
p4_np_mkt,Vk67nkXY,2.34,2.06,4.4,0.1356,0.1054,0.0547,2.67,C,,EXCELLENT,TOP3000,MARKET,8,0.08,1,N,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)",0.8567,9qVrJkYe
w111_f,le8wjM3n,2.67,1.83,4.5,0.2376,0.1119,0.0332,1.73,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebit_low/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_median/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.05, 1, 0.05""))",0.8573,npKGgKLw
w67_e,XgWvJ9Na,2.48,1.88,4.36,0.2699,0.1549,0.0381,2.47,C,,GOOD,TOP3000,INDUSTRY,3,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_rank(close, 10), industry)",0.8576,N1QJPJE8
w48_a,N1QLrPN7,2.83,3.02,5.85,0.1185,0.1422,0.0324,2.12,A,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8577,RRV5l5Go
w119_f,blRmGJ9r,2.86,2.02,4.88,0.2487,0.1235,0.0288,2.69,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptq/assets, bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1""))",0.8579,akLmmvPW
w52_c,O0rR7mmR,2.93,2.98,5.91,0.1497,0.1545,0.0318,2.46,A,,EXCELLENT,TOP3000,SUBINDUSTRY,12,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))",0.858,rK59235m
w32_m,6XrA7rEG,2.82,2.43,5.25,0.1957,0.1456,0.0328,2.42,B,,EXCELLENT,TOP3000,INDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8581,O0rZ90n1
w36_d,zqYrJaxX,2.48,2.48,4.96,0.0919,0.125,0.0324,1.42,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8582,RRV5l5Go
w112_g,xAY7YbKp,2.51,1.75,4.26,0.2439,0.1181,0.035,2.11,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_fcf_low/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))",0.8583,akLp3pzW
w74_e,883X3K2X,2.95,1.6,4.55,0.4487,0.1319,0.0409,3.79,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8592,j23Pl0e5
w114_d,xAY7E9EJ,2.91,1.99,4.9,0.2428,0.1136,0.0319,2.7,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))",0.8593,akLp3pzW
w49_e,78Z3n6lO,2.69,2.79,5.48,0.101,0.1347,0.0309,1.97,B,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.861,RRV5l5Go
w115_f,d5OJrkmY,2.39,1.7,4.09,0.217,0.1098,0.0352,2.14,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_txdbq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_lnoq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))",0.8613,akLp3pzW
w59_h,6XrZdlOK,3.12,1.89,5.01,0.4525,0.1653,0.0461,3.44,B,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8622,mLgd6nwX
w66_f,LL9mR9LM,2.84,1.74,4.58,0.3183,0.1194,0.0317,2.94,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8624,j23Pl0e5
w121_d,3q9NMgk6,3.02,2.28,5.3,0.2034,0.1162,0.0277,2.26,B,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_fs_detail_rec_v4_nd_estimate)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_fs_detail_rec_v4_nd_estimate), 120), 0), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))",0.8625,akLp3pzW
n02_xopr_vwap,QP37JW0G,2.5,1.83,4.33,0.1965,0.1055,0.047,2.57,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 60))",0.863,0mRwgR6k
w74_b,mLgQjWEX,2.55,1.78,4.33,0.2837,0.1377,0.043,1.47,C,,GOOD,TOP3000,INDUSTRY,3,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, industry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 90))",0.863,E5vx6NJP
w109_g,GrdjepNP,2.56,1.84,4.4,0.2071,0.1065,0.0259,1.41,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 75), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 5), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 120), bucket(rank(cap), range=""0.1, 1, 0.1""))",0.8633,npKGgKLw
w32_b,LL95Va2M,2.87,2.49,5.36,0.1951,0.147,0.0317,2.4,B,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8634,O0rZ90n1
w35_l,LL95Va2M,2.87,2.49,5.36,0.1951,0.147,0.0317,2.4,B,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8634,O0rZ90n1
w35_m,om6oz6dl,2.87,2.49,5.36,0.1951,0.147,0.0317,2.4,B,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.04,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8635,O0rZ90n1
w76_f,mLgQYaVK,2.38,1.88,4.26,0.2149,0.1342,0.0485,1.52,C,,GOOD,TOP3000,INDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, industry) + group_rank(ts_av_diff(cash/assets, 60), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 75), industry) + group_rank(-ts_delta(close, 8), industry) + rank(volume/ts_mean(volume, 120))",0.8635,e79PvPpE
